Chord; Position; Fingering; Max Fingers Required; Number of Barres; Fret Range; Highest Ring Finger; Highest Pinky Finger
Db5; ['x', '4', '6', '6', 'x', 'x']; ['0', '1', '3', '3', '0', '0']; 1; 1; 2; 4; 0
Db5; ['9', '11', '11', 'x', 'x', 'x']; ['1', '3', '4', '0', '0', '0']; 2; 0; 2; 5; 4
Db5; ['x', 'x', 'x', '6', '9', '9']; ['0', '0', '0', '1', '4', '4']; 1; 1; 3; 0; 2
Db5; ['x', 'x', '11', '13', '14', 'x']; ['0', '0', '1', '3', '4', '0']; 1; 0; 3; 3; 2
Dbsus2; ['x', '4', '6', '6', '4', '4']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Dbsus2; ['x', '4', '1', '1', '2', '4']; ['0', None, None, None, None, None]; 1; 0; 3; 0; 0
Dbsus2; ['x', '4', '6', '8', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 1; 0; 4; 4; 3
Dbsus2; ['x', 'x', '11', '8', '9', '11']; ['0', '0', '3', '1', '2', '4']; 2; 0; 3; 4; 1
Dbsus2; ['x', 'x', '11', '13', '14', '11']; ['0', '0', '1', '3', '4', '1']; 1; 1; 3; 3; 2
Dbsus4; ['x', '4', '6', '6', '7', '4']; ['0', '1', '2', '3', '4', '1']; 2; 1; 3; 3; 2
Dbsus4; ['9', '11', '11', '11', '9', '9']; ['1', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
Dbsus4; ['x', '4', '4', '1', '2', 'x']; ['0', '3', '4', '1', '2', '0']; 2; 0; 3; 5; 4
Dbsus4; ['x', 'x', '11', '13', '14', '14']; ['0', '0', '1', '3', '4', '4']; 1; 1; 3; 3; 2
Dbsus4; ['x', 'x', '11', '11', '9', '9']; ['0', '0', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Db+; ['x', '4', '3', '2', '2', 'x']; ['0', '4', '3', '1', '2', '0']; 2; 0; 2; 4; 5
Db+; ['x', 'x', '11', '10', '10', '9']; ['0', '0', '4', '2', '3', '1']; 2; 0; 2; 2; 4
Db+; ['9', '8', '7', '6', 'x', 'x']; ['4', '3', '2', '1', '0', '0']; 1; 0; 3; 5; 6
Db+; ['9', '12', '11', '10', 'x', 'x']; ['1', '4', '3', '2', '0', '0']; 1; 0; 3; 4; 5
Db+; ['x', '4', 'x', '6', '6', '5']; ['0', '1', '0', '3', '4', '2']; 2; 0; 2; 3; 2
Db°; ['x', '4', '5', '6', '5', 'x']; ['0', '1', '2', '4', '3', '0']; 2; 0; 2; 2; 3
Db°; ['9', 'x', '11', '9', '8', 'x']; ['2', '0', '4', '3', '1', '0']; 2; 0; 3; 3; 4
Db°; ['9', '10', '11', '9', 'x', 'x']; ['1', '3', '4', '2', '0', '0']; 2; 0; 2; 5; 4
Db7; ['x', '4', '6', '4', '6', '4']; ['0', '1', '3', '1', '4', '1']; 2; 1; 2; 4; 2
Db7; ['9', '11', '9', '10', '9', '9']; ['1', '3', '1', '2', '1', '1']; 1; 1; 2; 5; 0
Db7; ['9', 'x', '9', '10', '9', 'x']; ['1', '0', '2', '4', '3', '0']; 3; 0; 1; 2; 3
Db7; ['x', 'x', '11', '13', '12', '13']; ['0', '0', '1', '3', '2', '4']; 2; 0; 2; 3; 1
Db7; ['x', '4', '3', '4', '2', 'x']; ['0', '3', '2', '4', '1', '0']; 2; 0; 2; 5; 3
Db7sus4; ['x', '4', '4', '4', '2', '2']; ['0', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
Db7sus4; ['9', '11', '9', '11', '9', '9']; ['1', '2', '1', '3', '1', '1']; 2; 1; 2; 3; 0
Db7sus4; ['9', '11', '9', '11', '9', '9']; ['1', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
Db7sus4; ['x', '4', '6', '4', '7', '4']; ['0', '1', '3', '1', '4', '1']; 1; 1; 3; 4; 2
Db7sus4; ['x', 'x', '11', '13', '12', '14']; ['0', '0', '1', '3', '2', '4']; 1; 0; 3; 3; 1
Dbm7; ['x', '4', '6', '4', '5', '4']; ['0', '1', '3', '1', '2', '1']; 1; 1; 2; 4; 0
Dbm7; ['x', '4', '6', '4', '5', '4']; ['0', '1', '4', '1', '2', '1']; 1; 1; 2; 0; 4
Dbm7; ['9', '11', '11', '9', '12', '9']; ['1', '2', '3', '1', '4', '1']; 2; 1; 3; 4; 2
Dbm7; ['9', 'x', '9', '9', '9', 'x']; ['1', '0', '2', '3', '4', '0']; 4; 0; 0; 3; 2
Dbm7; ['9', 'x', '9', '9', '9', 'x']; ['1', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
Dbm7; ['9', 'x', '9', '9', '9', 'x']; ['2', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
Dbm7; ['x', '4', '2', '4', '5', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 3; 3; 2
Dbm7; ['9', '11', '9', '9', '9', '9']; ['1', '3', '1', '1', '1', '1']; 1; 1; 2; 5; 0
Dbm7; ['x', '4', '2', '4', '2', 'x']; ['0', '3', '1', '4', '1', '0']; 2; 1; 2; 5; 3
Dbm7; ['x', 'x', '11', '13', '12', '12']; ['0', '0', '1', '4', '2', '3']; 2; 0; 2; 1; 3
DbMaj7; ['x', '4', '6', '5', '6', '4']; ['0', '1', '3', '2', '4', '1']; 2; 1; 2; 4; 2
DbMaj7; ['x', 'x', '11', '10', '9', '8']; ['0', '0', '4', '3', '2', '1']; 1; 0; 3; 3; 4
DbMaj7; ['x', 'x', '11', '13', '13', '13']; ['0', '0', '1', '3', '3', '3']; 1; 1; 2; 3; 0
DbMaj7; ['x', '4', '3', '1', '1', 'x']; ['0', None, None, None, None, '0']; 1; 0; 3; 0; 0
DbMaj7; ['9', 'x', '10', '10', '9', 'x']; ['1', '0', '3', '4', '2', '0']; 2; 0; 1; 4; 3
DbMaj7; ['9', '11', '10', '10', '9', '9']; ['1', '4', '2', '3', '1', '1']; 2; 1; 2; 3; 5
Dbm7b5; ['x', '4', '5', '4', '5', 'x']; ['0', '1', '3', '2', '4', '0']; 2; 0; 1; 4; 2
Dbm7b5; ['9', 'x', '9', '9', '8', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 1; 4; 3
Dbm7b5; ['9', '10', '11', '12', '12', '12']; ['1', '2', '3', '4', '4', '4']; 1; 1; 3; 4; 3
Dbm7b5; ['x', 'x', '11', '12', '12', '12']; ['0', '0', '1', '2', '3', '4']; 3; 0; 1; 2; 1
Dbm7b5; ['x', '4', 'x', '4', '5', '3']; ['0', '2', '0', '3', '4', '1']; 2; 0; 2; 3; 2
Dbm7b5; ['9', '10', '9', '9', '12', '9']; ['1', '2', '1', '1', '4', '1']; 1; 1; 3; 0; 2
Db°7; ['x', '4', '5', '3', '5', 'x']; ['0', '2', '3', '1', '4', '0']; 2; 0; 2; 4; 2
Db°7; ['9', '10', '8', '9', 'x', 'x']; [None, None, None, None, '0', '0']; 1; 0; 2; 0; 0
Db°7; ['9', 'x', '8', '9', '8', 'x']; ['3', '0', '1', '4', '2', '0']; 2; 0; 1; 6; 3
Db°7; ['x', 'x', '11', '12', '11', '12']; ['0', '0', '1', '3', '2', '4']; 2; 0; 1; 3; 1
Db°7; ['x', 'x', '11', '12', '11', '12']; ['0', '0', '1', '2', '1', '3']; 2; 1; 1; 1; 0
Db+7; ['x', '4', '7', '4', '6', '5']; ['0', '1', '4', '1', '3', '2']; 1; 1; 3; 2; 4
Db+7; ['9', 'x', '9', '10', '10', 'x']; ['1', '0', '2', '3', '4', '0']; 2; 0; 1; 3; 2
Db+7; ['x', 'x', '11', '14', '12', '13']; ['0', '0', '1', '4', '2', '3']; 1; 0; 3; 1; 3
Db+7; ['x', '4', 'x', '4', '6', '5']; ['0', '1', '0', '2', '4', '3']; 2; 0; 2; 1; 2
DbmMaj7; ['x', '4', '6', '5', '5', '4']; ['0', '1', '4', '2', '3', '1']; 2; 1; 2; 2; 4
DbmMaj7; ['9', 'x', '10', '9', '9', 'x']; ['1', '0', '4', '2', '3', '0']; 3; 0; 1; 2; 4
DbmMaj7; ['9', '11', '10', '9', '9', '9']; ['1', '3', '2', '1', '1', '1']; 1; 1; 2; 5; 0
DbmMaj7; ['x', 'x', '11', '13', '13', '12']; ['0', '0', '1', '3', '4', '2']; 2; 0; 2; 3; 2
DbmMaj7; ['x', 'x', '11', '9', '9', '8']; ['0', '0', '4', '2', '3', '1']; 2; 0; 3; 2; 4
Dbadd9; ['x', '4', '6', '6', '4', '4']; ['0', '1', '2', '3', '1', '1']; 2; 1; 2; 3; 0
Dbadd9; ['x', '4', '6', '6', '4', '4']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Dbadd9; ['x', 'x', '11', '10', '9', '11']; ['0', '0', '3', '2', '1', '4']; 2; 0; 2; 4; 1
Dbadd9; ['x', '4', '1', '1', '2', '1']; ['0', None, None, None, None, None]; 1; 0; 3; 0; 0
Dbadd9; ['x', '4', '6', '8', '6', '4']; ['0', '1', '2', '4', '3', '1']; 2; 1; 4; 2; 3
Dbadd9; ['9', 'x', 'x', '10', '9', '11']; ['1', '0', '0', '3', '2', '4']; 2; 0; 2; 3; 1
Dbmadd9; ['x', 'x', '11', '9', '9', '11']; ['0', '0', '3', '1', '1', '4']; 2; 1; 2; 4; 1
Db6; ['x', '4', '6', '6', '6', '6']; ['0', '1', '2', '3', '4', '4']; 3; 1; 2; 3; 2
Db6; ['0', '0', '11', '10', '11', '9']; ['0', '0', None, None, None, None]; 1; 0; 2; 0; 0
Db6; ['x', 'x', '11', '13', '11', '13']; ['0', '0', '1', '2', '1', '3']; 2; 1; 2; 1; 0
Db6; ['x', 'x', '11', '13', '11', '13']; ['0', '0', '1', '3', '1', '4']; 2; 1; 2; 3; 1
Db6; ['9', 'x', '8', '10', '9', 'x']; ['2', '0', '1', '4', '3', '0']; 2; 0; 2; 2; 3
Dbm6; ['x', '4', '2', '3', '2', 'x']; ['0', '4', '1', '3', '2', '0']; 2; 0; 2; 3; 5
Dbm6; ['9', '11', '11', '9', '11', '9']; ['1', '2', '3', '1', '4', '1']; 3; 1; 2; 4; 2
Dbm6; ['x', 'x', '11', '13', '11', '12']; ['0', '0', '1', '3', '1', '2']; 1; 1; 2; 3; 0
Dbm6; ['x', 'x', '11', '13', '11', '12']; ['0', '0', '1', '4', '1', '2']; 1; 1; 2; 0; 3
Dbm6; ['x', '4', '6', '3', '5', 'x']; ['0', '2', '4', '1', '3', '0']; 1; 0; 3; 2; 4
Dbm6; ['x', '4', '2', '3', '2', '4']; ['0', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
Dbm6; ['9', 'x', '8', '9', '9', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 1; 3; 2
Dbm6; ['x', '4', 'x', '3', '5', '4']; ['0', '2', '0', '1', '4', '3']; 2; 0; 2; 1; 2
Dbmb6; ['x', '4', '2', '2', '2', '4']; ['0', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
Dbmb6; ['9', 'x', '7', '9', '9', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 2; 3; 2
Db9; ['x', '4', '3', '4', '4', 'x']; ['0', None, None, None, None, '0']; 1; 0; 1; 0; 0
Db9; ['9', '11', '9', '10', '9', '11']; ['1', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
Db9; ['9', 'x', '9', '8', '9', '9']; ['2', '0', '3', '1', '4', '4']; 3; 1; 1; 4; 2
Db9; ['x', '4', '3', '4', '4', '4']; ['0', '2', '1', '3', '3', '3']; 2; 1; 1; 3; 0
Db9; ['9', 'x', '9', '8', '6', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 3; 6; 4
Db9; ['x', 'x', '11', '10', '12', '11']; ['0', '0', '2', '1', '4', '3']; 2; 0; 2; 1; 2
Db9; ['9', '8', '9', '8', '9', 'x']; ['2', '1', '3', '1', '4', '0']; 3; 1; 1; 4; 2
Db11; ['x', '4', 'x', '4', '4', '3']; ['0', None, '0', None, None, None]; 1; 0; 1; 0; 0
Db11; ['x', '4', '4', '4', '4', '4']; ['0', '1', '1', '1', '1', '1']; 1; 1; 0; 0; 0
Db11; ['9', 'x', '9', '8', '7', '7']; [None, '0', None, None, None, None]; 1; 0; 2; 0; 0
Db11; ['x', '4', '3', '4', '2', '2']; ['0', '3', '2', '4', '1', '1']; 2; 1; 2; 5; 3
Db11; ['x', '4', '4', '4', '6', '4']; ['0', '1', '1', '1', '3', '1']; 1; 1; 2; 2; 0
Db11; ['x', 'x', '11', '11', '12', '13']; ['0', '0', '1', '1', '2', '3']; 1; 1; 2; 1; 0
Db13; ['x', '4', '3', '4', '4', '6']; ['0', '2', '1', '3', '3', '4']; 2; 1; 3; 3; 1
Db13; ['9', 'x', '9', '8', '6', '6']; ['3', '0', '4', '2', '1', '1']; 2; 1; 3; 6; 4
Db13; ['9', 'x', '9', '10', '11', '11']; ['1', '0', '1', '1', '2', '3']; 2; 1; 2; 1; 0
Db13; ['9', '11', '9', '10', '11', '9']; ['1', '3', '1', '2', '4', '1']; 2; 1; 2; 5; 2
Db9sus4; ['x', '4', '4', '4', '4', '4']; ['0', '1', '1', '1', '1', '1']; 1; 1; 0; 0; 0
Db9sus4; ['9', 'x', '9', '8', '7', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 2; 6; 4
Db9sus4; ['9', 'x', '9', '8', '7', '7']; ['3', '0', '4', '2', '1', '1']; 2; 1; 2; 6; 4
Db13sus4; ['x', '4', '4', '4', '4', '6']; ['0', '1', '1', '1', '1', '3']; 1; 1; 2; 1; 0
Db13sus4; ['9', 'x', '9', '11', '11', '11']; ['1', '0', '2', '4', '4', '4']; 2; 1; 2; 0; 3
Dbm9; ['9', '11', '9', '9', '9', '11']; ['1', '2', '1', '1', '1', '3']; 2; 1; 2; 1; 0
Dbm9; ['9', '11', '9', '9', '9', '11']; ['1', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
Dbm9; ['x', '4', '2', '4', '4', 'x']; ['0', '2', '1', '3', '4', '0']; 3; 0; 2; 3; 2
Dbm9; ['x', '4', '2', '4', '4', '4']; ['0', '2', '1', '3', '3', '3']; 2; 1; 2; 3; 0
Dbm9; ['x', 'x', '11', '9', '12', '11']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
Dbm9; ['9', 'x', '9', '9', '9', '11']; ['2', '0', '3', '3', '3', '4']; 2; 1; 2; 4; 1
Dbm11; ['x', '4', '2', '4', '2', '2']; ['0', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
Dbm11; ['x', '4', '4', '4', '5', '4']; ['0', '1', '1', '1', '2', '1']; 1; 1; 1; 0; 0
Dbm11; ['9', 'x', '9', '9', '7', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 2; 4; 3
Dbm11; ['x', 'x', '11', '11', '12', '12']; ['0', '0', '1', '1', '2', '2']; 1; 2; 1; 0; 0
Dbm11; ['x', '4', 'x', '4', '5', '2']; ['0', '2', '0', '3', '4', '1']; 2; 0; 3; 3; 2
Dbm13; ['x', '4', 'x', '4', '5', '6']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
Dbm13; ['9', '11', '9', '9', '11', '9']; ['1', '3', '1', '1', '4', '1']; 2; 1; 2; 5; 2
Dbm13; ['9', 'x', '9', '9', '11', '11']; ['2', '0', '3', '3', '4', '4']; 2; 2; 2; 4; 2
Dbm13; ['9', 'x', '9', '9', '11', '11']; ['1', '0', '2', '3', '4', '4']; 3; 1; 2; 3; 2
Dbm13; ['x', '4', '6', '4', '5', '6']; ['0', '1', '3', '1', '2', '4']; 2; 1; 2; 4; 1
Dbm13; ['x', '4', '2', '4', '4', '6']; ['0', '2', '1', '3', '3', '4']; 2; 1; 4; 3; 1
DbmMaj9; ['x', '4', '2', '5', '4', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 3; 2; 3
DbmMaj9; ['9', '11', '10', '9', '9', '11']; ['1', '3', '2', '1', '1', '4']; 2; 1; 2; 5; 1
DbMaj9; ['x', '4', '3', '5', '4', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 2; 2; 3
DbMaj9; ['x', 'x', '11', '10', '13', '11']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
DbMaj9; ['x', '4', '1', '1', '1', '1']; ['0', '3', '1', '1', '1', '1']; 1; 1; 3; 5; 0
DbMaj9; ['9', '8', '10', '8', '9', '8']; ['2', '1', '4', '1', '3', '1']; 2; 1; 2; 2; 4
DbMaj9; ['9', 'x', '10', '8', '9', 'x']; ['2', '0', '4', '1', '3', '0']; 2; 0; 2; 2; 4
DbMaj13; ['x', '4', 'x', '5', '6', '6']; ['0', '1', '0', '2', '4', '4']; 1; 1; 2; 0; 2
DbMaj13; ['x', '4', 'x', '5', '6', '6']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
DbMaj13; ['9', '8', '8', '8', '9', '8']; ['2', '1', '1', '1', '3', '1']; 2; 1; 1; 2; 0
DbMaj13; ['9', 'x', '10', '10', '11', '11']; ['1', '0', '2', '3', '4', '4']; 2; 1; 2; 3; 2
Db+9; ['x', '4', '3', '4', '4', '5']; ['0', '2', '1', '3', '3', '4']; 2; 1; 2; 3; 1
Db+9; ['9', 'x', '9', '10', '10', '11']; ['1', '0', '2', '3', '3', '4']; 2; 1; 2; 3; 1
DbMaj7#11; ['x', '4', '5', '5', '6', '4']; ['0', '1', '2', '3', '4', '1']; 2; 1; 2; 3; 2
DbMaj7#11; ['9', 'x', '10', '10', '8', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
DbMaj7#11; ['x', 'x', '11', '12', '13', '13']; ['0', '0', '1', '2', '3', '3']; 1; 1; 2; 2; 0
DbMaj7#11; ['x', 'x', '11', '12', '13', '13']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
Db9b5; ['x', '4', '3', '4', '4', '3']; ['0', '2', '1', '3', '4', '1']; 3; 1; 1; 3; 2
Db9b5; ['9', '8', '9', '8', '8', 'x']; ['2', '1', '3', '1', '1', '0']; 2; 1; 1; 4; 0
Db7b9; ['x', '4', '3', '4', '3', 'x']; ['0', '2', '1', '3', '1', '0']; 2; 1; 1; 3; 0
Db7b9; ['x', '4', '3', '4', '3', 'x']; ['0', '3', '1', '4', '2', '0']; 2; 0; 1; 5; 3
Db7b9; ['9', '11', '9', '10', '9', '10']; ['1', '4', '1', '2', '1', '3']; 2; 1; 2; 1; 5
Db7b9; ['x', '4', '3', '4', '3', '4']; ['0', '2', '1', '3', '1', '4']; 3; 1; 1; 3; 1
Db7b9; ['x', 'x', '11', '10', '12', '10']; ['0', '0', '2', '1', '3', '1']; 1; 1; 2; 2; 0
Db7#9; ['x', '4', '3', '4', '5', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 2; 3; 2
Db7#9; ['9', '11', '9', '10', '9', '12']; ['1', '3', '1', '2', '1', '4']; 1; 1; 3; 5; 1
Db7#9; ['x', 'x', '11', '10', '12', '12']; ['0', '0', '2', '1', '3', '4']; 2; 0; 2; 2; 1
Db7b5#9; ['x', '4', '3', '4', '5', '3']; ['0', '2', '1', '3', '4', '1']; 2; 1; 2; 3; 2
Db7#11; ['9', '10', '9', '10', '9', '9']; ['1', '2', '1', '3', '1', '1']; 2; 1; 1; 3; 0
Db7b5; ['x', '4', '5', '4', '6', 'x']; ['0', '1', '2', '1', '4', '0']; 1; 1; 2; 0; 2
Db7b5; ['9', 'x', '9', '10', '8', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
Db7b5; ['x', 'x', '11', '12', '12', '13']; ['0', '0', '1', '2', '2', '3']; 1; 1; 2; 1; 0
Db7b5; ['x', 'x', '11', '12', '12', '13']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
Db7b5; ['x', '4', '5', '4', '6', '7']; ['0', '1', '2', '1', '3', '4']; 1; 1; 3; 2; 1
Dbm9b5; ['9', '10', '9', '9', '12', '11']; ['1', '2', '1', '1', '4', '3']; 1; 1; 3; 1; 2
Db+7b9; ['x', '4', '3', '4', '3', '5']; ['0', '2', '1', '3', '1', '4']; 2; 1; 2; 3; 1
Db+7b9; ['9', 'x', '9', '10', '10', '10']; ['1', '0', '2', '3', '3', '3']; 2; 1; 1; 3; 0
Db+7#9; ['x', '4', '3', '4', '5', '5']; ['0', '2', '1', '3', '4', '4']; 2; 1; 2; 3; 2
Db+7#9; ['9', 'x', '9', '10', '10', '12']; ['1', '0', '2', '3', '3', '4']; 2; 1; 3; 3; 1
Eb; ['x', '6', '8', '8', '8', '6']; ['0', '1', '3', '3', '3', '1']; 1; 2; 2; 4; 0
Eb; ['x', '6', '8', '8', '8', '6']; ['0', '1', '2', '3', '4', '1']; 3; 1; 2; 3; 2
Eb; ['x', '6', '5', '3', '4', '3']; ['0', None, None, None, None, None]; 1; 0; 3; 0; 0
Eb; ['x', 'x', '1', '3', '4', '3']; ['0', '0', '1', '2', '4', '3']; 2; 0; 3; 1; 2
Eb; ['11', '13', '13', '12', '11', '11']; ['1', '3', '4', '2', '1', '1']; 2; 1; 2; 5; 4
Eb; ['11', '10', '8', '8', '8', '11']; ['3', '2', '1', '1', '1', '4']; 2; 1; 3; 6; 1
Ebm; ['x', '6', '8', '8', '7', '6']; ['0', '1', '3', '4', '2', '1']; 2; 1; 2; 4; 3
Ebm; ['x', 'x', '1', '3', '4', '2']; ['0', '0', '1', '3', '4', '2']; 1; 0; 3; 3; 2
Ebm; ['11', '13', '13', '11', '11', '11']; ['1', '3', '4', '1', '1', '1']; 2; 1; 2; 5; 4
Ebm; ['x', 'x', '13', '11', '11', '11']; ['0', '0', '3', '1', '1', '1']; 1; 1; 2; 4; 0
Eb5; ['x', '6', '8', '8', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 2; 0; 2; 4; 3
Eb5; ['x', '6', '8', '8', 'x', 'x']; ['0', '1', '2', '3', '0', '0']; 2; 0; 2; 3; 0
Eb5; ['x', '6', '8', '8', 'x', 'x']; ['0', '1', '4', '4', '0', '0']; 1; 1; 2; 0; 4
Eb5; ['x', '6', '8', '8', 'x', 'x']; ['0', '1', '3', '3', '0', '0']; 1; 1; 2; 4; 0
Eb5; ['11', '13', '13', 'x', 'x', 'x']; ['1', '3', '4', '0', '0', '0']; 2; 0; 2; 5; 4
Eb5; ['x', 'x', 'x', '8', '11', '11']; ['0', '0', '0', '1', '4', '4']; 1; 1; 3; 0; 2
Eb5; ['x', 'x', '1', '3', '4', 'x']; ['0', '0', '1', '3', '4', '0']; 1; 0; 3; 3; 2
Ebsus2; ['x', 'x', '1', '3', '4', '1']; ['0', '0', '1', '3', '4', '1']; 1; 1; 3; 3; 2
Ebsus2; ['x', '6', '8', '8', '6', '6']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Ebsus2; ['x', '6', '8', '10', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 1; 0; 4; 4; 3
Ebsus2; ['x', 'x', '13', '10', '11', '13']; ['0', '0', '3', '1', '2', '4']; 2; 0; 3; 4; 1
Ebsus4; ['x', '6', '8', '8', '9', '6']; ['0', '1', '2', '3', '4', '1']; 2; 1; 3; 3; 2
Ebsus4; ['x', '6', '6', '3', '4', 'x']; ['0', None, None, None, None, '0']; 1; 0; 3; 0; 0
Ebsus4; ['x', '6', '8', '8', '9', '6']; ['0', None, None, None, None, None]; 1; 0; 3; 0; 0
Ebsus4; ['11', '13', '13', '13', '11', '11']; ['1', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
Ebsus4; ['x', 'x', '1', '3', '4', '4']; ['0', '0', '1', '3', '4', '4']; 1; 1; 3; 3; 2
Ebsus4; ['x', 'x', '13', '13', '11', '11']; ['0', '0', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Eb+; ['x', '6', '5', '4', '4', 'x']; ['0', '4', '3', '1', '2', '0']; 2; 0; 2; 4; 5
Eb+; ['x', 'x', '13', '12', '12', '11']; ['0', '0', '4', '2', '3', '1']; 2; 0; 2; 2; 4
Eb+; ['11', '10', '9', '8', 'x', 'x']; ['4', '3', '2', '1', '0', '0']; 1; 0; 3; 5; 6
Eb+; ['11', '14', '13', '12', 'x', 'x']; ['1', '4', '3', '2', '0', '0']; 1; 0; 3; 4; 5
Eb+; ['x', '6', 'x', '8', '8', '7']; ['0', '1', '0', '3', '4', '2']; 2; 0; 2; 3; 2
Eb°; ['x', '6', '7', '8', '7', 'x']; ['0', '1', '2', '4', '3', '0']; 2; 0; 2; 2; 3
Eb°; ['11', 'x', '13', '11', '10', 'x']; ['2', '0', '4', '3', '1', '0']; 2; 0; 3; 3; 4
Eb°; ['11', '12', '13', '11', 'x', 'x']; ['1', '3', '4', '2', '0', '0']; 2; 0; 2; 5; 4
Eb7; ['x', 'x', '1', '3', '2', '3']; ['0', '0', '1', '3', '2', '4']; 2; 0; 2; 3; 1
Eb7; ['x', '6', '8', '6', '8', '6']; ['0', '1', '3', '1', '4', '1']; 2; 1; 2; 4; 2
Eb7; ['11', 'x', '11', '12', '11', 'x']; ['1', '0', '2', '4', '3', '0']; 3; 0; 1; 2; 3
Eb7; ['x', '6', '5', '6', '4', 'x']; ['0', '3', '2', '4', '1', '0']; 2; 0; 2; 5; 3
Eb7; ['11', '13', '11', '12', '11', '11']; ['1', '3', '1', '2', '1', '1']; 1; 1; 2; 5; 0
Eb7sus4; ['x', '6', '6', '6', '4', '4']; ['0', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
Eb7sus4; ['x', '6', '8', '6', '9', '6']; ['0', '1', '3', '1', '4', '1']; 1; 1; 3; 4; 2
Eb7sus4; ['11', '13', '11', '13', '11', '11']; ['1', '2', '1', '3', '1', '1']; 2; 1; 2; 3; 0
Eb7sus4; ['11', '13', '11', '13', '11', '11']; ['1', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
Eb7sus4; ['x', 'x', '1', '3', '2', '4']; ['0', '0', '1', '3', '2', '4']; 1; 0; 3; 3; 1
Ebm7; ['x', 'x', '1', '3', '2', '2']; ['0', '0', '1', '4', '2', '3']; 2; 0; 2; 1; 3
Ebm7; ['x', '6', '8', '6', '7', '6']; ['0', '1', '3', '1', '2', '1']; 1; 1; 2; 4; 0
Ebm7; ['x', '6', '8', '6', '7', '6']; ['0', '1', '4', '1', '2', '1']; 1; 1; 2; 0; 4
Ebm7; ['11', 'x', '11', '11', '11', 'x']; ['1', '0', '2', '3', '4', '0']; 4; 0; 0; 3; 2
Ebm7; ['11', 'x', '11', '11', '11', 'x']; ['1', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
Ebm7; ['11', 'x', '11', '11', '11', 'x']; ['2', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
Ebm7; ['11', '13', '11', '11', '14', '11']; [None, None, None, None, None, None]; 1; 0; 3; 0; 0
Ebm7; ['x', '6', '4', '6', '7', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 3; 3; 2
Ebm7; ['11', '13', '13', '11', '14', '11']; ['1', '2', '3', '1', '4', '1']; 2; 1; 3; 4; 2
Ebm7; ['11', '13', '11', '11', '11', '11']; ['1', '3', '1', '1', '1', '1']; 1; 1; 2; 5; 0
Ebm7; ['x', '6', '4', '6', '4', 'x']; ['0', '3', '1', '4', '1', '0']; 2; 1; 2; 5; 3
EbMaj7; ['x', 'x', '1', '3', '3', '3']; ['0', '0', '1', '3', '3', '3']; 1; 1; 2; 3; 0
EbMaj7; ['x', '6', '8', '7', '8', '6']; ['0', '1', '3', '2', '4', '1']; 2; 1; 2; 4; 2
